metric_id,status,domain,classification,direction,type,priority,question,note
PROP_aa4061d5,live,Governance & Transparency,practice,—,multi_select,,How does your organisation measure the effectiveness of,
PROP_cdff5737,live,Governance & Transparency,market,↑,single_select,,Does the organisation run pay equity analyses across co,
PROP_d65a16e9,live,Governance & Transparency,market,↑,single_select,,When was your total rewards strategy last refreshed or,
PROP_d992b2ea,live,Governance & Transparency,market,↑,single_select,,Is there a standard minimum time-in-role or time-in-gra,
PROP_e1d1e604,live,Governance & Transparency,market,↑,single_select,,Approximately what proportion of employees receive an o,
PROP_ef4ff31e,live,Governance & Transparency,market,↑,single_select,,Do you monitor promotion rates by protected characteris,
REW262_GOV_ACTIONPLAN,live,Governance & Transparency,market,↑,multi_select,,"Do you have a published equality action plan, and which",
REW262_GOV_AIINPAY,live,Governance & Transparency,market,↑,single_select,,"Do you use AI tools in pay decisions, and with what gov",
REW262_GOV_EQUALPAYAUDIT,live,Governance & Transparency,market,↑,single_select,,"Do you run proactive equal-pay audits, and how often?",
REW262_GOV_EQUALVALUE,live,Governance & Transparency,market,↑,single_select,,Can you group your workforce into categories of equal v,
REW262_GOV_PAYINADVERTS,live,Governance & Transparency,market,↑,single_select,,Do you include pay or a pay range in job adverts?,
REW262_GOV_SALHISTORY,live,Governance & Transparency,market,↑,yes_no,,Have you removed salary-history questions from your hir,
REW263_GOV_BENOBJ,live-2026_3,Governance & Transparency,market,↑ maturity,single_select,,Are your employee benefits linked to defined objectives,audit-flip: objectives-linked benefits (CIPD 2026 headline finding)
REW263_GOV_ETHDISREADY,live-2026_3,Governance & Transparency,market,↑ provision,single_select,,Are you prepared for mandatory ethnicity and disability,confirm at questions-CSV import (R8)
REW263_GOV_FIREREHIRE,live-2026_3,Governance & Transparency,market,↑ provision,single_select,,"Where pay or pension/benefit terms are changed, do you",audit-flip: consultation practice provision
REW263_GOV_FLEXALLOW,live-2026_3,Governance & Transparency,market,↑ provision,single_select,,Do you provide a personalised/flexible benefits allowan,confirm at questions-CSV import (R8)
REW263_GOV_MENOPLAN,live-2026_3,Governance & Transparency,market,↑ provision,single_select,,Have you published (or do you plan to publish) a volunt,confirm at questions-CSV import (R8)
REW263_GOV_REWTEAM,live-2026_3,Governance & Transparency,market,↑ (investment),single_select,,What is the size of your dedicated reward team relative,audit-flip: orderable ratio; in-doubt rule
REW263_GOV_SIGNOFF,live-2026_3,Governance & Transparency,practice,,single_select,,Where does final sign-off on the annual pay/reward deci,confirm at questions-CSV import (R8)
REW263_GOV_UKPAYTRANS,live-2026_3,Governance & Transparency,market,↑ maturity (posture ladder),single_select,,How would you describe your UK pay-transparency positio,audit-flip: ordinal stance; in-doubt rule
REW263_GOV_UMBRELLA,live-2026_3,Governance & Transparency,market,↑ provision,single_select,,Do you apply reward parity / compliance checks for umbr,audit-flip: parity checks provision
REW26_GOV_EU_PTD_PREP,live,Governance & Transparency,market,↑,single_select,,How prepared are you for the EU Pay Transparency Direct,
REW_FAI_079,live,Governance & Transparency,market,↑ conducted/annual,single_select,,Does your organisation conduct gender pay gap analysis,"2026-07-14: reword-without-repolarise stray corrected; ruled market ↑, live polarity flips in Diff 2"
REW_FAI_081,live,Governance & Transparency,market,↑ provision,single_select,,Are pay decisions reviewed for fairness before implemen,
REW_FAI_082,live,Governance & Transparency,market,↑ maturity,single_select,,Are exceptions to standard pay rules formally documente,
REW_FAI_085,live,Governance & Transparency,market,↑ provision,single_select,,Does your organisation review pay outcomes for compress,
REW_FAI_086,live,Governance & Transparency,market,↑ provision,single_select,,Does your organisation review incentive outcomes by pro,
REW_FAI_087,live,Governance & Transparency,market,↑ maturity,single_select,,Does your organisation have a documented pay transparen,
REW_FAI_088,live,Governance & Transparency,market,↑ maturity/breadth,single_select,,Do employees have access to pay ranges for their grade/,
REW_FAI_089,live,Governance & Transparency,market,↑ maturity/breadth,single_select,,Does your organisation publish pay ranges on job advert,
REW_FAI_092,live,Governance & Transparency,market,↑,single_select,,Have you completed a pay transparency readiness assessm,
REW_PAY_001,live,Governance & Transparency,market,↑ maturity/breadth,single_select,,Are formal pay ranges defined for all permanent roles?,
REW_PAY_002,live,Governance & Transparency,market,↑ maturity/breadth,single_select,,Are pay ranges linked to a documented job evaluation or,
REW_PAY_003,live,Governance & Transparency,market,↑ frequency,single_select,,How often are pay ranges reviewed and refreshed using m,
REW_PAY_006,live,Governance & Transparency,market,↑ maturity/breadth,single_select,,Does your organisation use external pay benchmark data,
REW_PAY_019,live,Governance & Transparency,practice,—,single_select,,Are allowances consolidated into base pay at any point,
REW_PRO_030,live,Governance & Transparency,market,↑ maturity/breadth,single_select,,Is progression eligibility linked to performance outcom,
REW_PRO_034,live,Governance & Transparency,market,↑ maturity/breadth,single_select,,Does your organisation use promotion guidelines that sp,
REW_PRO_035,live,Governance & Transparency,practice,—,single_select,,What is pay progression based on outside of the annual,
REW_PRO_098,live,Governance & Transparency,market,↑,single_select,,What is the typical maximum pay increase for promotions,
REW264_GOV_AIPAYREVIEW,live-2026_4,Governance & Transparency,market,↑,single_select,P1,Does AI proficiency influence base pay review outcomes for any population?,id minted at 2026_4 import (was NEW_001)
REW265_GOV_AIBENCH,live-2026_5,Governance & Transparency,market,↑,single_select,P2,Does your reward function use AI tools for benchmarking or market analysis?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_GOV_AITALENT,live-2026_5,Governance & Transparency,market,↑,single_select,P2,"Do you operate differentiated reward arrangements for AI/digital talent (e.g. separate ranges, RSUs, retention vehicles)?","went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_GOV_AIREGRADE,live-2026_5,Governance & Transparency,market,↑,single_select,P2,Have any roles been re-graded or re-evaluated in the last 12 months specifically due to AI changing job content?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_GOV_AIDISCLOSE,live-2026_5,Governance & Transparency,market,↑,single_select,P3,Do you disclose to employees when AI has been used in decisions affecting their pay?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW264_PEN_SALSACIMPACT,live-2026_4,Pensions & Savings,market,↑,single_select,P1,"Have you assessed the workforce cost impact of the £2,000 NIC cap on pension salary sacrifice (April 2029)?",id minted at 2026_4 import (was NEW_006)
REW264_PEN_SALSACRESPONSE,live-2026_4,Pensions & Savings,practice,—,single_select,P1,What is your intended response to the 2029 salary sacrifice cap?,id minted at 2026_4 import (was NEW_007)
REW264_PEN_NICSHARING,live-2026_4,Pensions & Savings,market,↑,single_select,P1,Do you currently share employer NIC savings from pension salary sacrifice with employees (e.g. as contribution top-ups)?,id minted at 2026_4 import (was NEW_008)
REW264_PEN_CONTRIBTIER,live-2026_4,Pensions & Savings,market,↑,single_select,P2,Do employer pension contributions increase with length of service or age?,id minted at 2026_4 import (was NEW_009)
REW264_PEN_AEDEFAULT,live-2026_4,Pensions & Savings,market,↑,single_select,P2,What is the default employee contribution rate for auto-enrolled joiners (above statutory minimum)?,id minted at 2026_4 import (was NEW_010)
REW264_PEN_AUTOESC,live-2026_4,Pensions & Savings,market,↑,single_select,P3,Do you operate auto-escalation of pension contributions (e.g. save-more-tomorrow)?,id minted at 2026_4 import (was NEW_011)
REW264_PEN_PENLEAVEGAP,live-2026_4,Pensions & Savings,market,↑,single_select,P2,Do you make employer pension contributions during periods of unpaid parental or carers leave beyond statutory requirements?,id minted at 2026_4 import (was NEW_012)
REW264_PEN_MIDLIFEMOT,live-2026_4,Pensions & Savings,market,↑,single_select,P2,Is a mid-life MOT or structured retirement-planning support offered?,id minted at 2026_4 import (was NEW_013)
REW264_PEN_GREENDEFAULT,live-2026_4,Pensions & Savings,market,↑ = net-zero aligned,single_select,P3,Does your default pension fund have a published ESG or net-zero commitment?,direction RATIFIED 2026-07-14 | id minted at 2026_4 import (was NEW_014)
REW264_PEN_CONTRIBFLEX,live-2026_4,Pensions & Savings,market,↑,single_select,P3,Do you offer pension contribution flexibility (e.g. reduce to statutory during cost-of-living pressure with easy restore)?,id minted at 2026_4 import (was NEW_015)
REW264_PEN_SIDECAR,live-2026_4,Pensions & Savings,market,↑,multi_select,P1,"Do you offer a workplace savings vehicle alongside the pension (e.g. workplace ISA, sidecar savings, credit union payroll deduction)?",QA: single->multi | id minted at 2026_4 import (was NEW_016)
REW264_PEN_HELPTOSAVE,live-2026_4,Pensions & Savings,market,↑,single_select,P3,Do you promote or facilitate Help to Save for eligible lower-paid employees?,id minted at 2026_4 import (was NEW_017)
REW264_PEN_PAYROLLLOANS,live-2026_4,Pensions & Savings,market,↑,single_select,P2,Do you offer payroll-deducted loans or an internal hardship fund?,id minted at 2026_4 import (was NEW_018)
REW264_PEN_PAYROLLGIVING,live-2026_4,Pensions & Savings,market,↑,single_select,P3,Do you offer payroll giving?,id minted at 2026_4 import (was NEW_019)
REW264_WEL_EWA,live-2026_4,Wellbeing,market,↑,single_select,P1,Do you offer earned wage access / on-demand pay (employer-integrated)?,id minted at 2026_4 import (was NEW_020)
REW264_WEL_EWAFEES,live-2026_4,Wellbeing,market,↑,single_select,P2,"If earned wage access is offered, who bears the transaction cost?",id minted at 2026_4 import (was NEW_021)
REW264_WEL_EWACAP,live-2026_4,Wellbeing,market,↑ = cap in place (guardrail),single_select,P3,Do you cap earned wage access withdrawals (e.g. % of accrued pay)?,direction RATIFIED 2026-07-14 | id minted at 2026_4 import (was NEW_022)
REW264_WEL_DEBTADVICE,live-2026_4,Wellbeing,market,↑,single_select,P2,Do you provide access to independent debt advice or a money-guidance service?,id minted at 2026_4 import (was NEW_023)
REW264_WEL_FINCOACH,live-2026_4,Wellbeing,market,↑,single_select,P2,Do you provide one-to-one financial coaching or advice (beyond pensions)?,id minted at 2026_4 import (was NEW_024)
REW264_WEL_SEASONTICKET,live-2026_4,Wellbeing,market,↑,single_select,P3,Do you offer season ticket or commuting loans?,id minted at 2026_4 import (was NEW_025)
REW264_WEL_COLACTION,live-2026_4,Wellbeing,market,↑,multi_select,P2,"Have you made a discrete cost-of-living intervention in the last 24 months (one-off payment, targeted uplift, subsidy)?",id minted at 2026_4 import (was NEW_026)
REW264_WEL_RLWACCRED,live-2026_4,Wellbeing,market,↑,single_select,P1,Are you accredited (or committed to accredit) as a real Living Wage employer?,id minted at 2026_4 import (was NEW_027)
REW264_WEL_MEALS,live-2026_4,Wellbeing,market,↑,single_select,P3,Do you provide free or subsidised meals for staff?,id minted at 2026_4 import (was NEW_028)
REW264_INC_SHAREPLAN,live-2026_4,Incentives & Recognition,market,↑,single_select,P1,Do you operate an all-employee share plan (SAYE/Sharesave or SIP)?,id minted at 2026_4 import (was NEW_029)
REW265_INC_SAYEDISC,live-2026_5,Incentives & Recognition,market,↑,single_select,P2,"If SAYE is offered, what discount is applied to the option price?","went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_INC_SIPELEM,live-2026_5,Incentives & Recognition,practice,—,multi_select,P2,"If a SIP is offered, which elements are used?","went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_INC_SHAREPART,live-2026_5,Incentives & Recognition,market,↑,single_select,P2,What is the approximate employee participation rate in your all-employee share plan?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW264_INC_EMICSOP,live-2026_4,Incentives & Recognition,market,↑,single_select,P1,Do you operate discretionary tax-advantaged option plans (EMI or CSOP)?,id minted at 2026_4 import (was NEW_033)
REW265_INC_EOT,live-2026_5,Incentives & Recognition,market,↑,single_select,P3,Is any employee-ownership structure in place or under consideration (e.g. EOT)?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_INC_ESGINCENT,live-2026_5,Incentives & Recognition,market,↑,single_select,P2,"Do any incentive plans include ESG, safety or people measures?","went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_INC_BONUSDISC,live-2026_5,Incentives & Recognition,practice,—,single_select,P2,How is discretion applied to formulaic bonus outcomes?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_INC_BUYOUT,live-2026_5,Incentives & Recognition,market,↑,single_select,P3,Are bonus buy-outs offered to new senior hires?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_INC_BONUSTIME,live-2026_5,Incentives & Recognition,practice,—,single_select,P3,When are annual bonuses typically paid relative to year end?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_INC_PROFITSHARE,live-2026_5,Incentives & Recognition,market,↑,single_select,P2,Do you operate a profit-share or gainshare arrangement for the general population?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_INC_COMMCAP,live-2026_5,Incentives & Recognition,market,↑ = uncapped (earning potential),single_select,P3,"For commission plans, are earnings capped?","direction RATIFIED 2026-07-14 | went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_INC_RETENTION,live-2026_5,Incentives & Recognition,market,↑,single_select,P3,Do you operate a retention or project-completion bonus practice for critical roles?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_PAY_PROMOPAY,live-2026_5,Pay,practice,—,single_select,P2,What is your typical promotion pay increase policy?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW264_PAY_STARTPOLICY,live-2026_4,Pay,practice,—,single_select,P1,What is your starting-salary positioning policy for new hires?,id minted at 2026_4 import (was NEW_043)
REW265_PAY_COUNTEROFFER,live-2026_5,Pay,practice,—,single_select,P2,Do you operate a formal counter-offer policy?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_PAY_GEOPAY,live-2026_5,Pay,practice,—,single_select,P2,Do you apply geographic pay differentiation within the UK?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_PAY_RANGEMAX,live-2026_5,Pay,practice,—,single_select,P2,What is your policy on pay for employees at or above range maximum?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_PAY_MGRTRAIN,live-2026_5,Pay,market,↑,single_select,P2,Are line managers given pay-decision training or guidance before review cycles?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_PAY_PAYCOMMS,live-2026_5,Pay,market,↑,single_select,P2,How are pay review outcomes communicated to individuals?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_PAY_EARLYCAREER,live-2026_5,Pay,market,↑,single_select,P3,Do you operate an apprentice or graduate pay progression framework distinct from the main structure?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_PAY_ACTINGUP,live-2026_5,Pay,practice,—,single_select,P3,Is there a documented policy for pay during acting-up or secondment arrangements?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW264_HLT_VIRTUALGP,live-2026_4,Health & Protection,market,↑,single_select,P1,Do you provide a standalone virtual GP service (independent of PMI)?,id minted at 2026_4 import (was NEW_051)
REW264_HLT_CASHPLAN,live-2026_4,Health & Protection,market,↑,single_select,P1,Do you offer a health cash plan?,id minted at 2026_4 import (was NEW_052)
REW264_HLT_OPTICAL,live-2026_4,Health & Protection,market,↑,single_select,P3,Do you provide optical cover or eye-care vouchers beyond DSE statutory requirements?,id minted at 2026_4 import (was NEW_053)
REW264_HLT_CANCERPATH,live-2026_4,Health & Protection,market,↑,single_select,P2,Do you fund private diagnostics or fast-track cancer pathways (beyond core PMI)?,id minted at 2026_4 import (was NEW_054)
REW264_HLT_WOMENSHEALTH,live-2026_4,Health & Protection,market,↑,single_select,P2,"Do you provide women's health support beyond menopause leave (e.g. menopause HRT support, gynae pathways, endometriosis support)?",id minted at 2026_4 import (was NEW_055)
REW264_HLT_MENSHEALTH,live-2026_4,Health & Protection,market,↑,single_select,P3,"Do you provide men's health support (e.g. screening, prostate/testicular pathways, targeted MH)?",id minted at 2026_4 import (was NEW_056)
REW264_HLT_FERTROUTE,live-2026_4,Health & Protection,market,↑,single_select,P2,"If fertility support is funded, how is it delivered?",id minted at 2026_4 import (was NEW_057)
REW264_HLT_GENDERAFF,live-2026_4,Health & Protection,market,↑,single_select,P3,Do you offer gender-affirming healthcare support within benefits?,id minted at 2026_4 import (was NEW_058)
REW264_HLT_RISKFLEXUP,live-2026_4,Health & Protection,market,↑,single_select,P2,Can employees flex up group life or income protection cover at their own cost?,id minted at 2026_4 import (was NEW_059)
REW264_HLT_SPOUSELIFE,live-2026_4,Health & Protection,market,↑,single_select,P3,Is spouse/partner life cover offered?,id minted at 2026_4 import (was NEW_060)
REW264_HLT_GIPREHAB,live-2026_4,Health & Protection,market,↑,single_select,P2,"If group income protection is offered, are its embedded rehabilitation and early-intervention services actively used?",id minted at 2026_4 import (was NEW_061)
REW264_HLT_SECONDOPINION,live-2026_4,Health & Protection,market,↑,single_select,P3,Do you provide a second-medical-opinion service?,id minted at 2026_4 import (was NEW_062)
REW264_HLT_BEREAVESUPPORT,live-2026_4,Health & Protection,market,↑,multi_select,P3,"What bereavement support is provided beyond leave (e.g. counselling, probate/practical support)?",id minted at 2026_4 import (was NEW_063)
REW264_TIME_CHILDCARE,live-2026_4,Time Off & Family,market,↑,multi_select,P1,Do you provide childcare support?,id minted at 2026_4 import (was NEW_064)
REW265_TIME_BACKUPCARE,live-2026_5,Time Off & Family,market,↑,single_select,P2,Do you offer backup or emergency care days (child or adult dependants)?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_TIME_RTWSUPPORT,live-2026_5,Time Off & Family,market,↑,single_select,P2,"Is structured return-to-work support provided after extended family leave (e.g. coaching, phased return beyond statutory)?","went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_TIME_GRANDPARENT,live-2026_5,Time Off & Family,market,↑,single_select,P3,Do you provide paid grandparental leave?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_TIME_SURROGACY,live-2026_5,Time Off & Family,market,↑,single_select,P3,Is surrogacy treated with parity to adoption in pay and leave policies?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_TIME_DOMABUSE,live-2026_5,Time Off & Family,market,↑,single_select,P2,Do you provide paid leave or formal support for employees experiencing domestic abuse?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_TIME_ELDERCARE,live-2026_5,Time Off & Family,market,↑,single_select,P2,Do you provide eldercare navigation or support services?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_TIME_BEREAVEDPAT,live-2026_5,Time Off & Family,market,↑,single_select,P2,Have you enhanced pay or leave for the new bereaved-partner paternity entitlement (ERA 2026)?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW264_TIME_FOURDAY,live-2026_4,Time Off & Family,market,"↑ = operates (fewer hours, same pay)",single_select,P1,Do you operate a four-day week or nine-day fortnight for any population?,direction RATIFIED 2026-07-14 | id minted at 2026_4 import (was NEW_072)
REW265_TIME_FLEXPATTERN,live-2026_5,Time Off & Family,market,↑,multi_select,P2,Do you operate compressed hours or core-hours flexibility as standard?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_TIME_DISCONNECT,live-2026_5,Time Off & Family,market,↑,single_select,P3,Do you have a right-to-disconnect or out-of-hours communication policy?,"kept (R7): statutory CoP incoming | went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_TIME_EXTRADAYS,live-2026_5,Time Off & Family,market,↑,multi_select,P3,"Do you offer additional discretionary days (e.g. birthday leave, wellbeing days, volunteering already covered)?","went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_TIME_LEAVEDONATE,live-2026_5,Time Off & Family,market,↑,single_select,P3,Can employees donate unused annual leave to colleagues?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_TIME_UNLIMITEDAL,live-2026_5,Time Off & Family,market,↑,single_select,P3,Do you offer unlimited or uncapped annual leave for any population?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_TIME_WORKATION,live-2026_5,Time Off & Family,market,↑ = higher/uncapped allowance,single_select,P3,Is there a formal cap on consecutive remote-working days abroad (workation policy)?,"direction RATIFIED 2026-07-14 | went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW264_BEN_EVSALSAC,live-2026_4,Benefits & Lifestyle,market,↑,single_select,P1,"If a salary sacrifice car scheme is offered, is it EV-only or EV-led?",id minted at 2026_4 import (was NEW_079)
REW265_BEN_EVCHARGE,live-2026_5,Benefits & Lifestyle,market,↑,single_select,P2,Do you provide workplace EV charging?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_BEN_TRANSPORT,live-2026_5,Benefits & Lifestyle,market,↑,single_select,P3,Do you subsidise public transport beyond season-ticket loans?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_BEN_GREENBEN,live-2026_5,Benefits & Lifestyle,market,↑,multi_select,P3,"Do any benefits explicitly support sustainable choices (green pension option, carbon budget for travel, home-energy support)?","went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW264_GOV_PAYEXPLAIN,live-2026_4,Governance & Transparency,market,↑,single_select,P1,Can employees request an explanation of how their individual pay was determined (documented process)?,id minted at 2026_4 import (was NEW_083)
REW265_GOV_VOLGAPS,live-2026_5,Governance & Transparency,market,↑,multi_select,P2,Do you voluntarily publish any pay gap beyond statutory gender reporting?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_GOV_SOCIOECON,live-2026_5,Governance & Transparency,market,↑,single_select,P3,Do you monitor pay outcomes by socio-economic background?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_GOV_PAYAPPEAL,live-2026_5,Governance & Transparency,market,↑,single_select,P2,Is there an appeals or challenge route for pay review outcomes?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_GOV_EIA,live-2026_5,Governance & Transparency,market,↑,single_select,P3,Are reward changes subject to an equality impact assessment before implementation?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_PAY_AGENCYPAR,live-2026_5,Pay,market,↑,single_select,P2,"Do agency workers receive parity on pay-adjacent benefits beyond AWR week-12 requirements (e.g. recognition, discounts, EAP)?","went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_PAY_CONTRACTOR,live-2026_5,Pay,market,↑,single_select,P3,"Are contractors/freelancers given access to any employee benefits (EAP, discounts, training)?","went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW264_PAY_HOLPAYMETHOD,live-2026_4,Pay,practice,—,single_select,P1,How is holiday pay calculated for irregular-hours and part-year workers?,id minted at 2026_4 import (was NEW_090)
REW265_PAY_SEASONAL,live-2026_5,Pay,market,↑,single_select,P3,Do you pay a premium or retention bonus for seasonal peaks?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_GOV_COMPSOFT,live-2026_5,Governance & Transparency,market,↑,single_select,P2,Do you use dedicated compensation management software for pay review cycles?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_GOV_BROKER,live-2026_5,Governance & Transparency,market,↑,single_select,P3,Do you use an external benefits broker or adviser?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_GOV_REBROKE,live-2026_5,Governance & Transparency,market,↑,single_select,P2,How frequently do you run a full benefits-market review or re-broke?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_GOV_TAKEUP,live-2026_5,Governance & Transparency,market,↑,single_select,P2,Do you measure benefits take-up and use it in design decisions?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_GOV_TRS,live-2026_5,Governance & Transparency,market,↑,single_select,P3,What proportion of total reward spend is communicated to employees (e.g. via TRS coverage)?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_BEN_ENHANCEDVR,live-2026_5,Benefits & Lifestyle,market,↑,single_select,P2,Do you offer voluntary redundancy terms enhanced above your compulsory terms?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_BEN_PENBRIDGE,live-2026_5,Benefits & Lifestyle,market,↑,single_select,P3,Is early-retirement or pension-bridging support offered in restructuring?,"went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW265_GOV_GPGNAMING,live-2026_5,Governance & Transparency,market,↑,single_select,P2,"Are you prepared to name providers of outsourced workers in your gender pay gap report (ERA requirement, commencement date TBC)?","went live 2026-07-14 (Diff 6, commit 6fa205c)"
REW_PAY_020,live-active,Pensions & Savings,market,↑ pensionable,matrix,,Are allowances pensionable by employee level?,QA-restore: live answer-bearing metric (June regen) omitted by stale anchor-register snapshot
